Employee_Number,Position,Dept,Dept_Description,Proj_Division,BU,Annual_Leave_Entitlement,Leave_Code,Leave_Type,Leave_Type_Description,From,To,Days,Total_No_of_Leave_Days,Remarks,BU_Entry_Date,Employee_Type
0405995,Asst Project Manager,90088,Building Management,BDG,13828,AL21,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-28T00:00:00Z,1,NULL,NULL,42461,Monthly Paid
0443466,Site Agent,90088,Building Management,E&M,13688,AL18,AL-MP,AL,Annual Leave,2021-08-13T00:00:00Z,2021-08-13T00:00:00Z,1,NULL,NULL,42795,Monthly Paid
0443466,Site Agent,90088,Building Management,E&M,13688,AL18,AL-MP,AL,Annual Leave,2021-08-21T00:00:00Z,2021-08-21T00:00:00Z,1,NULL,NULL,42795,Monthly Paid
0443466,Site Agent,90088,Building Management,E&M,13688,AL18,AL-MP,AL,Annual Leave,2021-08-27T00:00:00Z,2021-08-27T00:00:00Z,1,NULL,NULL,42795,Monthly Paid
0443466,Site Agent,90088,Building Management,E&M,13688,AL18,AL-MP,AL,Annual Leave,2021-10-02T00:00:00Z,2021-10-02T00:00:00Z,1,NULL,NULL,42795,Monthly Paid
0443466,Site Agent,90088,Building Management,E&M,13688,AL18,AL-MP,AL,Annual Leave,2021-10-10T00:00:00Z,2021-10-10T00:00:00Z,1,NULL,NULL,42795,Monthly Paid
0443466,Site Agent,90088,Building Management,E&M,13688,AL18,AL-MP,AL,Annual Leave,2021-11-04T00:00:00Z,2021-11-04T00:00:00Z,1,NULL,NULL,42795,Monthly Paid
0443466,Site Agent,90088,Building Management,E&M,13688,AL18,AL-MP,AL,Annual Leave,2021-11-12T00:00:00Z,2021-11-12T00:00:00Z,1,NULL,NULL,42795,Monthly Paid
0443466,Site Agent,90088,Building Management,E&M,13688,AL18,AL-MP,AL,Annual Leave,2021-11-26T00:00:00Z,2021-11-26T00:00:00Z,1,NULL,NULL,42795,Monthly Paid
0443466,Site Agent,90088,Building Management,E&M,13688,AL18,AL-MP,AL,Annual Leave,2021-11-27T00:00:00Z,2021-11-27T00:00:00Z,1,NULL,NULL,42795,Monthly Paid
0443466,Site Agent,90088,Building Management,E&M,13688,AL18,AL-MP,AL,Annual Leave,2021-12-02T00:00:00Z,2021-12-02T00:00:00Z,1,NULL,NULL,42795,Monthly Paid
0443466,Site Agent,90088,Building Management,E&M,13688,AL18,AL-MP,AL,Annual Leave,2021-12-10T00:00:00Z,2021-12-10T00:00:00Z,1,NULL,NULL,42795,Monthly Paid
0405995,Asst Project Manager,90088,Building Management,BDG,13828,AL21,AL-MP,AL,Annual Leave,2021-07-28T00:00:00Z,2021-07-28T00:00:00Z,1,NULL,NULL,42461,Monthly Paid
0038693,Sr Planning Manager,90088,Building Management,BDG,90078,AL24,AL-MP,AL,Annual Leave,2021-09-09T00:00:00Z,2021-09-09T00:00:00Z,1,NULL,NULL,37068,Monthly Paid
0038693,Sr Planning Manager,90088,Building Management,BDG,90078,AL24,AL-MP,AL,Annual Leave,2021-10-28T00:00:00Z,2021-10-28T00:00:00Z,1,NULL,NULL,37068,Monthly Paid
0038693,Sr Planning Manager,90088,Building Management,BDG,90078,AL24,AL-MP,AL,Annual Leave,2021-10-31T00:00:00Z,2021-10-31T00:00:00Z,1,NULL,NULL,37068,Monthly Paid
0038693,Sr Planning Manager,90088,Building Management,BDG,90078,AL24,AL-MP,AL,Annual Leave,2021-11-03T00:00:00Z,2021-11-03T00:00:00Z,1,NULL,NULL,37068,Monthly Paid
0038693,Sr Planning Manager,90088,Building Management,BDG,90078,AL24,AL-MP,AL,Annual Leave,2021-11-06T00:00:00Z,2021-11-06T00:00:00Z,1,NULL,NULL,37068,Monthly Paid
0037314,Plant Rigger,98842,Plant & Equipment,PLT,98801,AL14,AL-MP,AL,Annual Leave,2021-09-04T00:00:00Z,2021-09-04T00:00:00Z,1,NULL,NULL,39982,Monthly Paid
0037314,Plant Rigger,98842,Plant & Equipment,PLT,98801,AL14,AL-MP,AL,Annual Leave,2021-09-22T00:00:00Z,2021-09-22T00:00:00Z,1,NULL,NULL,39982,Monthly Paid
0037314,Plant Rigger,98842,Plant & Equipment,PLT,98801,AL14,AL-MP,AL,Annual Leave,2021-10-13T00:00:00Z,2021-10-13T00:00:00Z,1,NULL,NULL,39982,Monthly Paid
0038693,Sr Planning Manager,90088,Building Management,BDG,90078,AL24,OL-MP,SRD,Substitute Rest Day,2021-08-08T00:00:00Z,2021-08-08T00:00:00Z,1,NULL,43855,37068,Monthly Paid
0038693,Sr Planning Manager,90088,Building Management,BDG,90078,AL24,OL-MP,SRD,Substitute Rest Day,2021-08-28T00:00:00Z,2021-08-28T00:00:00Z,1,NULL,43857,37068,Monthly Paid
0038696,Superintendent,90087,Foundations Management,FDN-GE,13440,AL18,AL-MP,AL,Annual Leave,2021-09-18T00:00:00Z,2021-09-18T00:00:00Z,1,NULL,Hello Tony/Jason  Taking a sick leave today as having coughing for two days   Thx,40940,Monthly Paid
0038696,Superintendent,90087,Foundations Management,FDN-GE,13440,AL18,AL-MP,AL,Annual Leave,2021-10-13T00:00:00Z,2021-10-13T00:00:00Z,1,NULL,Hello Jason thanks for the approve and sorry for the late note.,40940,Monthly Paid
0037321,Asst Setting Out Foreman,90088,Building Management,BDG,13708,AL12,AL-MP,AL,Annual Leave,2021-08-18T00:00:00Z,2021-08-18T00:00:00Z,1,NULL,NULL,43201,Monthly Paid
0037321,Asst Setting Out Foreman,90088,Building Management,BDG,13708,AL12,AL-MP,AL,Annual Leave,2021-08-27T00:00:00Z,2021-08-27T00:00:00Z,1,NULL,NULL,43201,Monthly Paid
0037321,Asst Setting Out Foreman,90088,Building Management,BDG,13708,AL12,AL-MP,AL,Annual Leave,2021-09-09T00:00:00Z,2021-09-09T00:00:00Z,1,NULL,NULL,43201,Monthly Paid
0037321,Asst Setting Out Foreman,90088,Building Management,BDG,13708,AL12,AL-MP,AL,Annual Leave,2021-09-29T00:00:00Z,2021-09-29T00:00:00Z,1,NULL,NULL,43201,Monthly Paid
0037321,Asst Setting Out Foreman,90088,Building Management,BDG,13708,AL12,AL-MP,AL,Annual Leave,2021-10-03T00:00:00Z,2021-10-03T00:00:00Z,1,NULL,NULL,43201,Monthly Paid
0037321,Asst Setting Out Foreman,90088,Building Management,BDG,13708,AL12,AL-MP,AL,Annual Leave,2021-10-13T00:00:00Z,2021-10-13T00:00:00Z,1,NULL,NULL,43201,Monthly Paid
0037321,Asst Setting Out Foreman,90088,Building Management,BDG,13708,AL12,AL-MP,AL,Annual Leave,2021-10-29T00:00:00Z,2021-10-29T00:00:00Z,1,NULL,NULL,43201,Monthly Paid
0037321,Asst Setting Out Foreman,90088,Building Management,BDG,13708,AL12,AL-MP,AL,Annual Leave,2021-11-10T00:00:00Z,2021-11-10T00:00:00Z,1,NULL,NULL,43201,Monthly Paid
0037321,Asst Setting Out Foreman,90088,Building Management,BDG,13708,AL12,AL-MP,AL,Annual Leave,2021-11-21T00:00:00Z,2021-11-21T00:00:00Z,1,NULL,NULL,43201,Monthly Paid
0037321,Asst Setting Out Foreman,90088,Building Management,BDG,13708,AL12,AL-MP,AL,Annual Leave,2021-12-01T00:00:00Z,2021-12-01T00:00:00Z,1,NULL,NULL,43201,Monthly Paid
0037321,Asst Setting Out Foreman,90088,Building Management,BDG,13708,AL12,AL-MP,AL,Annual Leave,2021-12-23T00:00:00Z,2021-12-23T00:00:00Z,1,NULL,NULL,43201,Monthly Paid
0037321,Asst Setting Out Foreman,90088,Building Management,BDG,13708,AL12,AL-MP,AL,Annual Leave,2021-12-30T00:00:00Z,2021-12-30T00:00:00Z,1,NULL,NULL,43201,Monthly Paid
0037311,Asst Project Manager,90087,Foundations Management,FDN-HF,13660,AL21,AL-MP,AL,Annual Leave,2021-11-14T00:00:00Z,2021-11-14T00:00:00Z,1,NULL,NULL,42857,Monthly Paid
0037311,Asst Project Manager,90087,Foundations Management,FDN-HF,13660,AL21,AL-MP,AL,Annual Leave,2021-11-18T00:00:00Z,2021-11-18T00:00:00Z,1,NULL,NULL,42857,Monthly Paid
0037311,Asst Project Manager,90087,Foundations Management,FDN-HF,13660,AL21,AL-MP,AL,Annual Leave,2021-11-28T00:00:00Z,2021-11-28T00:00:00Z,1,NULL,NULL,42857,Monthly Paid
0037311,Asst Project Manager,90087,Foundations Management,FDN-HF,13660,AL21,AL-MP,AL,Annual Leave,2021-12-03T00:00:00Z,2021-12-03T00:00:00Z,1,NULL,NULL,42857,Monthly Paid
0037311,Asst Project Manager,90087,Foundations Management,FDN-HF,13660,AL21,AL-MP,AL,Annual Leave,2021-12-11T00:00:00Z,2021-12-11T00:00:00Z,1,NULL,NULL,42857,Monthly Paid
0037311,Asst Project Manager,90087,Foundations Management,FDN-HF,13660,AL21,AL-MP,AL,Annual Leave,2021-12-17T00:00:00Z,2021-12-17T00:00:00Z,1,NULL,NULL,42857,Monthly Paid
0037311,Asst Project Manager,90087,Foundations Management,FDN-HF,13660,AL21,AL-MP,AL,Annual Leave,2021-12-24T00:00:00Z,2021-12-24T00:00:00Z,1,NULL,NULL,42857,Monthly Paid
0037290,Surveyor,90087,Foundations Management,FDN-GE,13040,AL18,AL-MP,AL,Annual Leave,2021-07-20T00:00:00Z,2021-07-20T00:00:00Z,1,NULL,NULL,39022,Monthly Paid
0037290,Surveyor,90087,Foundations Management,FDN-GE,13040,AL18,AL-MP,AL,Annual Leave,2021-07-29T00:00:00Z,2021-07-29T00:00:00Z,1,NULL,NULL,39022,Monthly Paid
0037290,Surveyor,90087,Foundations Management,FDN-GE,13040,AL18,AL-MP,AL,Annual Leave,2021-08-20T00:00:00Z,2021-08-20T00:00:00Z,1,NULL,NULL,39022,Monthly Paid
0037290,Surveyor,90087,Foundations Management,FDN-GE,13040,AL18,AL-MP,AL,Annual Leave,2021-08-27T00:00:00Z,2021-08-27T00:00:00Z,1,NULL,NULL,39022,Monthly Paid
0037290,Surveyor,90087,Foundations Management,FDN-GE,13040,AL18,AL-MP,AL,Annual Leave,2021-09-10T00:00:00Z,2021-09-10T00:00:00Z,1,NULL,NULL,39022,Monthly Paid
0037290,Surveyor,90087,Foundations Management,FDN-GE,13040,AL18,AL-MP,AL,Annual Leave,2021-09-17T00:00:00Z,2021-09-17T00:00:00Z,1,NULL,NULL,39022,Monthly Paid
0037290,Surveyor,90087,Foundations Management,FDN-GE,13040,AL18,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-28T00:00:00Z,1,NULL,NULL,39022,Monthly Paid
0037211,Surveyor,90087,Foundations Management,FDN-GE,13364,AL18,AL-MP,AL,Annual Leave,2021-11-24T00:00:00Z,2021-11-24T00:00:00Z,1,NULL,NULL,40513,Monthly Paid
0037211,Surveyor,90087,Foundations Management,FDN-GE,13364,AL18,AL-MP,AL,Annual Leave,2021-11-30T00:00:00Z,2021-11-30T00:00:00Z,1,NULL,NULL,40513,Monthly Paid
0037211,Surveyor,90087,Foundations Management,FDN-GE,13364,AL18,AL-MP,AL,Annual Leave,2021-12-07T00:00:00Z,2021-12-07T00:00:00Z,1,NULL,NULL,40513,Monthly Paid
0037211,Surveyor,90087,Foundations Management,FDN-GE,13364,AL18,AL-MP,AL,Annual Leave,2021-12-14T00:00:00Z,2021-12-14T00:00:00Z,1,NULL,NULL,40513,Monthly Paid
0037211,Surveyor,90087,Foundations Management,FDN-GE,13364,AL18,AL-MP,AL,Annual Leave,2021-12-28T00:00:00Z,2021-12-28T00:00:00Z,1,NULL,NULL,40513,Monthly Paid
0037220,Sr Rigger Foreman,90088,Building Management,BDG,13836,AL18,AL-MP,AL,Annual Leave,2021-11-06T00:00:00Z,2021-11-06T00:00:00Z,1,NULL,NULL,43213,Monthly Paid
0037220,Sr Rigger Foreman,90088,Building Management,BDG,13836,AL18,AL-MP,AL,Annual Leave,2021-11-26T00:00:00Z,2021-11-26T00:00:00Z,1,NULL,NULL,43213,Monthly Paid
0037220,Sr Rigger Foreman,90088,Building Management,BDG,13836,AL18,SL1-MP,SL,Sick Leave,2021-10-13T00:00:00Z,2021-10-13T00:00:00Z,1,NULL,NULL,43213,Monthly Paid
0037257,Sr Foreman,90043,Steel Fabrication,SFB,90043,AL18,AL-MP,AL,Annual Leave,2021-10-13T00:00:00Z,2021-10-13T00:00:00Z,1,NULL,NULL,40756,Monthly Paid
0037257,Sr Foreman,90043,Steel Fabrication,SFB,90043,AL18,AL-MP,AL,Annual Leave,2021-11-10T00:00:00Z,2021-11-10T00:00:00Z,1,NULL,NULL,40756,Monthly Paid
0037270,Surveyor,90087,Foundations Management,FDN-GE,13040,AL18,AL-MP,AL,Annual Leave,2021-11-03T00:00:00Z,2021-11-03T00:00:00Z,1,NULL,NULL,42248,Monthly Paid
0037270,Surveyor,90087,Foundations Management,FDN-GE,13040,AL18,AL-MP,AL,Annual Leave,2021-11-04T00:00:00Z,2021-11-04T00:00:00Z,1,NULL,NULL,42248,Monthly Paid
0037277,Plant Tech (Welding) (I),98842,Plant & Equipment,PLT,98842,AL14,AL-MP,AL,Annual Leave,2021-09-22T00:00:00Z,2021-09-22T00:00:00Z,1,NULL,NULL,42960,Monthly Paid
0369773,Sr Commercial Mgr,90056,Commercial Q.S. (Group),E&M,13688,AL24,AL-MP,AL,Annual Leave,2021-10-31T00:00:00Z,2021-10-31T00:00:00Z,1,NULL,NULL,43101,Monthly Paid
0369773,Sr Commercial Mgr,90056,Commercial Q.S. (Group),E&M,13688,AL24,AL-MP,AL,Annual Leave,2021-12-04T00:00:00Z,2021-12-04T00:00:00Z,1,NULL,NULL,43101,Monthly Paid
0369773,Sr Commercial Mgr,90056,Commercial Q.S. (Group),E&M,13688,AL24,AL-MP,AL,Annual Leave,2021-12-30T00:00:00Z,2021-12-30T00:00:00Z,1,NULL,NULL,43101,Monthly Paid
0369773,Sr Commercial Mgr,90056,Commercial Q.S. (Group),E&M,13688,AL24,AL-MP,AL,Annual Leave,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,1,NULL,NULL,43101,Monthly Paid
0369773,Sr Commercial Mgr,90056,Commercial Q.S. (Group),E&M,13688,AL24,AL-MP,AL,Annual Leave,2021-09-24T00:00:00Z,2021-09-24T00:00:00Z,1,NULL,NULL,43101,Monthly Paid
0369425,Project Manager,90773,Electrical & Mechanical Dept,E&M,13663,AL24,AL-MP,AL,Annual Leave,2021-09-19T00:00:00Z,2021-09-19T00:00:00Z,1,NULL,NULL,43009,Monthly Paid
0368264,Site Agent,90086,Civil Management,CVL,13761,AL18,SL1-MP,SL,Sick Leave,2021-10-30T00:00:00Z,2021-10-30T00:00:00Z,1,NULL,Back pain,43353,Monthly Paid
0368750,Deputy Project M&E Manager,90773,Electrical & Mechanical Dept,E&M,13666,AL21,AL-MP,AL,Annual Leave,2021-07-27T00:00:00Z,2021-07-27T00:00:00Z,1,NULL,NULL,43102,Monthly Paid
0368750,Deputy Project M&E Manager,90773,Electrical & Mechanical Dept,E&M,13666,AL21,AL-MP,AL,Annual Leave,2021-07-29T00:00:00Z,2021-07-29T00:00:00Z,1,NULL,NULL,43102,Monthly Paid
0368750,Deputy Project M&E Manager,90773,Electrical & Mechanical Dept,E&M,13666,AL21,AL-MP,AL,Annual Leave,2021-08-04T00:00:00Z,2021-08-04T00:00:00Z,1,NULL,NULL,43102,Monthly Paid
0368750,Deputy Project M&E Manager,90773,Electrical & Mechanical Dept,E&M,13666,AL21,AL-MP,AL,Annual Leave,2021-09-29T00:00:00Z,2021-09-29T00:00:00Z,1,NULL,NULL,43102,Monthly Paid
0368750,Deputy Project M&E Manager,90773,Electrical & Mechanical Dept,E&M,13666,AL21,AL-MP,AL,Annual Leave,2021-10-17T00:00:00Z,2021-10-17T00:00:00Z,1,NULL,NULL,43102,Monthly Paid
0368750,Deputy Project M&E Manager,90773,Electrical & Mechanical Dept,E&M,13666,AL21,AL-MP,AL,Annual Leave,2021-12-14T00:00:00Z,2021-12-14T00:00:00Z,1,NULL,NULL,43102,Monthly Paid
0368750,Deputy Project M&E Manager,90773,Electrical & Mechanical Dept,E&M,13666,AL21,AL-MP,AL,Annual Leave,2021-12-23T00:00:00Z,2021-12-23T00:00:00Z,1,NULL,NULL,43102,Monthly Paid
0037874,Sr Project Manager,90043,Steel Fabrication,SFB,90043,AL24,AL-MP,AL,Annual Leave,2021-12-10T00:00:00Z,2021-12-10T00:00:00Z,1,NULL,NULL,37469,Monthly Paid
0037874,Sr Project Manager,90043,Steel Fabrication,SFB,90043,AL24,AL-MP,AL,Annual Leave,2021-12-18T00:00:00Z,2021-12-18T00:00:00Z,1,NULL,NULL,37469,Monthly Paid
0037874,Sr Project Manager,90043,Steel Fabrication,SFB,90043,AL24,AL-MP,AL,Annual Leave,2021-12-25T00:00:00Z,2021-12-25T00:00:00Z,1,NULL,NULL,37469,Monthly Paid
0368258,Sub-Agent,90088,Building Management,BDG,13828,AL18,OL-MP,SRD,Substitute Rest Day,2021-08-13T00:00:00Z,2021-08-13T00:00:00Z,1,NULL,43952,43306,Monthly Paid
0368258,Sub-Agent,90088,Building Management,BDG,13828,AL18,OL-MP,SRD,Substitute Rest Day,2021-09-29T00:00:00Z,2021-09-29T00:00:00Z,1,NULL,44007,43306,Monthly Paid
0368258,Sub-Agent,90088,Building Management,BDG,13828,AL18,OL-MP,SRD,Substitute Rest Day,2021-10-06T00:00:00Z,2021-10-06T00:00:00Z,1,NULL,44013,43306,Monthly Paid
0368264,Site Agent,90086,Civil Management,CVL,13761,AL18,AL-MP,AL,Annual Leave,2021-07-17T00:00:00Z,2021-07-17T00:00:00Z,1,NULL,NULL,43353,Monthly Paid
0368264,Site Agent,90086,Civil Management,CVL,13761,AL18,AL-MP,AL,Annual Leave,2021-07-23T00:00:00Z,2021-07-23T00:00:00Z,1,NULL,NULL,43353,Monthly Paid
0368264,Site Agent,90086,Civil Management,CVL,13761,AL18,AL-MP,AL,Annual Leave,2021-08-05T00:00:00Z,2021-08-05T00:00:00Z,1,NULL,NULL,43353,Monthly Paid
0368264,Site Agent,90086,Civil Management,CVL,13761,AL18,AL-MP,AL,Annual Leave,2021-08-07T00:00:00Z,2021-08-07T00:00:00Z,1,NULL,NULL,43353,Monthly Paid
0368264,Site Agent,90086,Civil Management,CVL,13761,AL18,AL-MP,AL,Annual Leave,2021-08-13T00:00:00Z,2021-08-13T00:00:00Z,1,NULL,NULL,43353,Monthly Paid
0368264,Site Agent,90086,Civil Management,CVL,13761,AL18,AL-MP,AL,Annual Leave,2021-08-21T00:00:00Z,2021-08-21T00:00:00Z,1,NULL,NULL,43353,Monthly Paid
0368264,Site Agent,90086,Civil Management,CVL,13761,AL18,AL-MP,AL,Annual Leave,2021-08-28T00:00:00Z,2021-08-28T00:00:00Z,1,NULL,NULL,43353,Monthly Paid
0368264,Site Agent,90086,Civil Management,CVL,13761,AL18,AL-MP,AL,Annual Leave,2021-09-04T00:00:00Z,2021-09-04T00:00:00Z,1,NULL,NULL,43353,Monthly Paid
0368264,Site Agent,90086,Civil Management,CVL,13761,AL18,AL-MP,AL,Annual Leave,2021-09-11T00:00:00Z,2021-09-11T00:00:00Z,1,NULL,NULL,43353,Monthly Paid
0368264,Site Agent,90086,Civil Management,CVL,13761,AL18,AL-MP,AL,Annual Leave,2021-10-09T00:00:00Z,2021-10-09T00:00:00Z,1,NULL,NULL,43353,Monthly Paid
0368264,Site Agent,90086,Civil Management,CVL,13761,AL18,AL-MP,AL,Annual Leave,2021-11-06T00:00:00Z,2021-11-06T00:00:00Z,1,NULL,NULL,43353,Monthly Paid
0368264,Site Agent,90086,Civil Management,CVL,13761,AL18,AL-MP,AL,Annual Leave,2021-12-08T00:00:00Z,2021-12-08T00:00:00Z,1,NULL,NULL,43353,Monthly Paid
0368264,Site Agent,90086,Civil Management,CVL,13761,AL18,SL1-MP,SL,Sick Leave,2021-10-24T00:00:00Z,2021-10-24T00:00:00Z,1,5,Arthritis,43353,Monthly Paid
0037874,Sr Project Manager,90043,Steel Fabrication,SFB,90043,AL24,AL-MP,AL,Annual Leave,2021-10-30T00:00:00Z,2021-10-30T00:00:00Z,1,NULL,NULL,37469,Monthly Paid
0037874,Sr Project Manager,90043,Steel Fabrication,SFB,90043,AL24,AL-MP,AL,Annual Leave,2021-10-31T00:00:00Z,2021-10-31T00:00:00Z,1,NULL,NULL,37469,Monthly Paid
0037867,Contracts Mgr,90088,Building Management,BDG,13708,AL24,AL-MP,AL,Annual Leave,2021-11-25T00:00:00Z,2021-11-25T00:00:00Z,1,NULL,NULL,43327,Monthly Paid
0037867,Contracts Mgr,90088,Building Management,BDG,13708,AL24,AL-MP,AL,Annual Leave,2021-12-18T00:00:00Z,2021-12-18T00:00:00Z,1,NULL,NULL,43327,Monthly Paid
0476464,Sr Planning Engineer,90086,Civil Management,CVL,90058,AL18,SL1-MP,SL,Sick Leave,2021-08-07T00:00:00Z,2021-08-07T00:00:00Z,1,1,Had a bone marrow biopsy due to medical condition,43445,Monthly Paid
0037874,Sr Project Manager,90043,Steel Fabrication,SFB,90043,AL24,AL-MP,AL,Annual Leave,2021-07-03T00:00:00Z,2021-07-03T00:00:00Z,1,NULL,NULL,37469,Monthly Paid
0037874,Sr Project Manager,90043,Steel Fabrication,SFB,90043,AL24,AL-MP,AL,Annual Leave,2021-07-17T00:00:00Z,2021-07-17T00:00:00Z,1,NULL,NULL,37469,Monthly Paid
0037874,Sr Project Manager,90043,Steel Fabrication,SFB,90043,AL24,AL-MP,AL,Annual Leave,2021-08-08T00:00:00Z,2021-08-08T00:00:00Z,1,NULL,NULL,37469,Monthly Paid
0037874,Sr Project Manager,90043,Steel Fabrication,SFB,90043,AL24,AL-MP,AL,Annual Leave,2021-08-22T00:00:00Z,2021-08-22T00:00:00Z,1,NULL,NULL,37469,Monthly Paid
0037874,Sr Project Manager,90043,Steel Fabrication,SFB,90043,AL24,AL-MP,AL,Annual Leave,2021-09-04T00:00:00Z,2021-09-04T00:00:00Z,1,NULL,NULL,37469,Monthly Paid
0037874,Sr Project Manager,90043,Steel Fabrication,SFB,90043,AL24,AL-MP,AL,Annual Leave,2021-09-12T00:00:00Z,2021-09-12T00:00:00Z,1,NULL,NULL,37469,Monthly Paid
0037874,Sr Project Manager,90043,Steel Fabrication,SFB,90043,AL24,AL-MP,AL,Annual Leave,2021-09-19T00:00:00Z,2021-09-19T00:00:00Z,1,NULL,NULL,37469,Monthly Paid
0037874,Sr Project Manager,90043,Steel Fabrication,SFB,90043,AL24,AL-MP,AL,Annual Leave,2021-09-24T00:00:00Z,2021-09-24T00:00:00Z,1,NULL,NULL,37469,Monthly Paid
0037874,Sr Project Manager,90043,Steel Fabrication,SFB,90043,AL24,AL-MP,AL,Annual Leave,2021-09-26T00:00:00Z,2021-09-26T00:00:00Z,1,NULL,NULL,37469,Monthly Paid
0037874,Sr Project Manager,90043,Steel Fabrication,SFB,90043,AL24,AL-MP,AL,Annual Leave,2021-10-10T00:00:00Z,2021-10-10T00:00:00Z,1,NULL,NULL,37469,Monthly Paid
0037874,Sr Project Manager,90043,Steel Fabrication,SFB,90043,AL24,AL-MP,AL,Annual Leave,2021-10-24T00:00:00Z,2021-10-24T00:00:00Z,1,NULL,NULL,37469,Monthly Paid
0039397,Safety Manager,90033,Health & Safety,CVL,13662,AL21,OL-MP,SRD,Substitute Rest Day,2021-10-10T00:00:00Z,2021-10-10T00:00:00Z,1,NULL,43996,43252,Monthly Paid
0039397,Safety Manager,90033,Health & Safety,CVL,13662,AL21,OL-MP,SRD,Substitute Rest Day,2021-12-10T00:00:00Z,2021-12-10T00:00:00Z,1,NULL,44093,43252,Monthly Paid
0039606,Tea Attendant,90046,CSD Central,GSM,90046,AL12,AL-MP,AL,Annual Leave,2021-07-03T00:00:00Z,2021-07-03T00:00:00Z,1,NULL,NULL,39083,Monthly Paid
0039606,Tea Attendant,90046,CSD Central,GSM,90046,AL12,AL-MP,AL,Annual Leave,2021-07-27T00:00:00Z,2021-07-27T00:00:00Z,1,NULL,NULL,39083,Monthly Paid
0036519,Asst Mech Foreman,98842,Plant & Equipment,PLT,98842,AL14,AL-MP,AL,Annual Leave,2021-08-13T00:00:00Z,2021-08-13T00:00:00Z,1,NULL,NULL,40330,Monthly Paid
0036519,Asst Mech Foreman,98842,Plant & Equipment,PLT,98842,AL14,AL-MP,AL,Annual Leave,2021-08-18T00:00:00Z,2021-08-18T00:00:00Z,1,NULL,NULL,40330,Monthly Paid
0036519,Asst Mech Foreman,98842,Plant & Equipment,PLT,98842,AL14,AL-MP,AL,Annual Leave,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,1,NULL,NULL,40330,Monthly Paid
0036519,Asst Mech Foreman,98842,Plant & Equipment,PLT,98842,AL14,AL-MP,AL,Annual Leave,2021-09-26T00:00:00Z,2021-09-26T00:00:00Z,1,NULL,NULL,40330,Monthly Paid
0036519,Asst Mech Foreman,98842,Plant & Equipment,PLT,98842,AL14,AL-MP,AL,Annual Leave,2021-10-06T00:00:00Z,2021-10-06T00:00:00Z,1,NULL,NULL,40330,Monthly Paid
0036519,Asst Mech Foreman,98842,Plant & Equipment,PLT,98842,AL14,AL-MP,AL,Annual Leave,2021-10-20T00:00:00Z,2021-10-20T00:00:00Z,1,NULL,NULL,40330,Monthly Paid
0036519,Asst Mech Foreman,98842,Plant & Equipment,PLT,98842,AL14,AL-MP,AL,Annual Leave,2021-10-21T00:00:00Z,2021-10-21T00:00:00Z,1,NULL,NULL,40330,Monthly Paid
0036519,Asst Mech Foreman,98842,Plant & Equipment,PLT,98842,AL14,AL-MP,AL,Annual Leave,2021-11-21T00:00:00Z,2021-11-21T00:00:00Z,1,NULL,NULL,40330,Monthly Paid
0036519,Asst Mech Foreman,98842,Plant & Equipment,PLT,98842,AL14,AL-MP,AL,Annual Leave,2021-12-24T00:00:00Z,2021-12-24T00:00:00Z,1,NULL,NULL,40330,Monthly Paid
0064110,Project Electrical Engineer,90773,Electrical & Mechanical Dept,E&M,13688,AL18,AL-MP,AL,Annual Leave,2021-09-29T00:00:00Z,2021-09-29T00:00:00Z,1,NULL,NULL,43346,Monthly Paid
0064110,Project Electrical Engineer,90773,Electrical & Mechanical Dept,E&M,13688,AL18,AL-MP,AL,Annual Leave,2021-10-29T00:00:00Z,2021-10-29T00:00:00Z,1,NULL,NULL,43346,Monthly Paid
0064110,Project Electrical Engineer,90773,Electrical & Mechanical Dept,E&M,13688,AL18,AL-MP,AL,Annual Leave,2021-11-03T00:00:00Z,2021-11-03T00:00:00Z,1,NULL,NULL,43346,Monthly Paid
0064110,Project Electrical Engineer,90773,Electrical & Mechanical Dept,E&M,13688,AL18,AL-MP,AL,Annual Leave,2021-11-18T00:00:00Z,2021-11-18T00:00:00Z,1,NULL,NULL,43346,Monthly Paid
0038966,Project Manager,90086,Civil Management,CVL,13761,AL24,AL-MP,AL,Annual Leave,2021-12-03T00:00:00Z,2021-12-03T00:00:00Z,1,NULL,NULL,43353,Monthly Paid
0038966,Project Manager,90086,Civil Management,CVL,13761,AL24,AL-MP,AL,Annual Leave,2021-12-08T00:00:00Z,2021-12-08T00:00:00Z,1,NULL,NULL,43353,Monthly Paid
0038966,Project Manager,90086,Civil Management,CVL,13761,AL24,AL-MP,AL,Annual Leave,2021-12-15T00:00:00Z,2021-12-15T00:00:00Z,1,NULL,NULL,43353,Monthly Paid
0038966,Project Manager,90086,Civil Management,CVL,13761,AL24,AL-MP,AL,Annual Leave,2021-12-17T00:00:00Z,2021-12-17T00:00:00Z,1,NULL,NULL,43353,Monthly Paid
0038966,Project Manager,90086,Civil Management,CVL,13761,AL24,AL-MP,AL,Annual Leave,2021-12-22T00:00:00Z,2021-12-22T00:00:00Z,1,NULL,NULL,43353,Monthly Paid
